"inst","name","city","uint"
"Microsoft","Florian M. Waas","EMPTY","1.702127659574468"
"EMPTY","Jizhou Luo","EMPTY","1.702127659574468"
"EMPTY","Florent Nicart","EMPTY","1.702127659574468"
"University of Washington","EMPTY","EMPTY","1.702127659574468"
"University of Cyprus, Nicosia","EMPTY","EMPTY","1.702127659574468"
"Joint Research Institute for Signal and Image Processing, School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh EH14 4AS, U.K.","Werner Nutt","Currie","1.702127659574468"
"EMPTY","Mohamed H. Ali","Grays","1.702127659574468"
"University of Manchester, Manchester, UK","David De Roure","Manchester","1.702127659574468"
"Microsoft","Alex Raizman","EMPTY","1.702127659574468"
"EMPTY","Marco Mesiti","Oxford","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","Wenfei Fan","EMPTY","1.702127659574468"
"EMPTY","Thomas Heinis","Oslo","1.702127659574468"
"EMPTY","Eric Simon","Grays","1.702127659574468"
"University of Southampton, Southampton, U.K.","James E. Dobson","EMPTY","1.702127659574468"
"EMPTY","Shuai Ma 0001","EMPTY","1.702127659574468"
"EMPTY","Daniela Florescu","London","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Sam Lindley","Edinburgh","1.702127659574468"
"Microsoft","Thomas Neumann 0001","EMPTY","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Lyublena Antova","Oxford","1.702127659574468"
"EMPTY","Vassilis Christophides","London","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Emmanuel Waller","London","1.702127659574468"
"EMPTY","Binling Jin","EMPTY","1.702127659574468"
"EMPTY","Stratos Idreos","Oxford","1.702127659574468"
"AT&T Labs Research, Florham Park, NJ","EMPTY","Florham Park","1.702127659574468"
"EMPTY","Pekka Kostamaa","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Lu Mao","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Wang Chiew Tan","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","George Samaras","EMPTY","1.702127659574468"
"EMPTY","Binling Jin","Manchester","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Marco Mesiti","Oxford","1.702127659574468"
"Microsoft","Anton Kirilov","Grays","1.702127659574468"
"EMPTY","Ilias N. Flaounas","Bristol","1.702127659574468"
"Oxford University, Oxford, United Kngdm","Alan Jeffrey","EMPTY","1.702127659574468"
"University of Wisconsin-Madison, Madison, WI","Stratis Viglas","EMPTY","1.702127659574468"
"Microsoft","Mary F. Fernndez","Grays","1.702127659574468"
"EMPTY","Thomas Roelleke","Saarbrücken","1.702127659574468"
"EMPTY","David De Roure","Southampton","1.702127659574468"
"University of Manchester","Carole A. Goble","Manchester","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Michael Flaster","EMPTY","1.702127659574468"
"University of California, Davis","EMPTY","Davis","1.702127659574468"
"EMPTY","Xin Wang 0064","Edinburgh","1.702127659574468"
"EMPTY","Mara A. Nieto-Santisteban","Grays","1.702127659574468"
"EMPTY","Rajendra Bose","EMPTY","1.702127659574468"
"EMPTY","Chee Yong Chan","EMPTY","1.702127659574468"
"AT&T Labs-Research, Florham Park, NJ, USA","Thomas Rlleke","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Robert Stevens 0001","EMPTY","1.702127659574468"
"EMPTY","George Loizou","Orsay","1.702127659574468"
"Monash University, Caulfield East, Melbourne, Victoria, 3145, Australia","EMPTY","Caulfield East","1.702127659574468"
"University of Kent","Marie-Claude Gaudel","EMPTY","1.702127659574468"
"EMPTY","George M. Mohay","EMPTY","1.702127659574468"
"University of Genova, Genova, Italy","EMPTY","Genova","1.702127659574468"
"SINTEF Information and Communication Technology, Oslo, Norway","Thomas Heinis","Oslo","1.702127659574468"
"EMPTY","Simon Laws","Manchester","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","George M. Mohay","EMPTY","1.702127659574468"
"EMPTY","Swaroop Rath","Oxford","1.702127659574468"
"Microsoft","Michael Seibold","EMPTY","1.702127659574468"
"EMPTY","Daniele Turi","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Cong Yu 0001","Oxford","1.702127659574468"
"EMPTY","Ren Mller 0001","Oxford","1.702127659574468"
"EMPTY","Ryan Johnson 0001","EMPTY","1.702127659574468"
"University of Paris Sud, Paris, France","Philippa Gardner","Paris","1.702127659574468"
"EMPTY","Perdita Stevens","Mountain View","1.702127659574468"
"EMPTY","Stefan Manegold","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","George Loizou","EMPTY","1.702127659574468"
"EMPTY","Javier Gonzlez 0006","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Milena Ivanova","EMPTY","1.702127659574468"
"University of Edinburgh","Gao Cong","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kngdm","Heiko Mller 0001","Edinburgh","1.702127659574468"
"ETH Zurich, Zurich, Switzerland","EMPTY","Zurich","1.702127659574468"
"EMPTY","Alan Jeffrey","Oxford","1.702127659574468"
"EMPTY","Cliff B. Jones","Newcastle Upon Tyne","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Binling Jin","Manchester","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Philippa Gardner","London","1.702127659574468"
"EMPTY","Christine Reilly","Oxford","1.702127659574468"
"EMPTY","Mario Antonioletti","Edinburgh","1.702127659574468"
"University of Aberdeen, United Kingdom","Binling Jin","EMPTY","1.702127659574468"
"EMPTY","Keishi Tajima","Edinburgh","1.702127659574468"
"Oxford University, Oxford, United Kngdm","Michael Benedikt","EMPTY","1.702127659574468"
"University of Kent","EMPTY","Chatham Maritime","1.702127659574468"
"Microsoft","Daniela Florescu","EMPTY","1.702127659574468"
"EMPTY","David B. Lomet","Chatham Maritime","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Suzanne M. Embury","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Omar Ali","Bristol","1.702127659574468"
"Cornell University","Stratis Viglas","Ithaca","1.702127659574468"
"University of Southampton, Southampton, U.K.","Luc Moreau 0001","Southampton","1.702127659574468"
"Australian Centre for Field Robotics, University of Sydney, Sydney, Australia 2006","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"EMPTY","Kathryn S. McKinley","EMPTY","1.702127659574468"
"University of Massachusetts, Department of Electrical and Computer Engineering, Amherst, MA 01003, USA","Alexander B. Romanovsky","Amherst","1.702127659574468"
"AxSys Technology Ltd, Glasgow Airport Business Park, Paisley, PA3 2SJ Scotland, UK","EMPTY","Paisley","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","Jeff Z. Pan","Aberdeen","1.702127659574468"
"EMPTY","Susan Malaika","Manchester","1.702127659574468"
"EMPTY","Lu Mao","EMPTY","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","Jeff Z. Pan","EMPTY","1.702127659574468"
"EMPTY","Xin Zhou","London","1.702127659574468"
"University of Wisconsin","EMPTY","Green Bay","1.702127659574468"
"EMPTY","Badrish Chandramouli","Grays","1.702127659574468"
"Indianna University School of Informatics and Center for Information Science and Technology, Temple University","Peter Buneman","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Thomas Rlleke","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Keishi Tajima","EMPTY","1.702127659574468"
"EMPTY","Fabian M. Suchanek","Cambridge","1.702127659574468"
"EMPTY","M. Jordan Raddick","Grays","1.702127659574468"
"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Matias Bjrling","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Almaty","1.702127659574468"
"EMPTY","Kai-Uwe Sattler","Grays","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Ravi Rajwar","EMPTY","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Krithi Ramamritham","Newcastle Upon Tyne","1.702127659574468"
"Oxford University, Oxford, United Kingdom","Daniela Florescu","Oxford","1.702127659574468"
"EMPTY","Florian M. Waas","Grays","1.702127659574468"
"EMPTY","Meikel Poess","Grays","1.702127659574468"
"University of Kent","Gerhard Weikum","EMPTY","1.702127659574468"
"UK Oracle Corporation, London, United Kingdom","Marco Mesiti","London","1.702127659574468"
"Australian Centre for Field Robotics, University of Sydney, Sydney, Australia 2006","EMPTY","University of Sydney","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Mario Antonioletti","Edinburgh","1.702127659574468"
"University of Manchester, Manchester, UK","Norman W. Paton","EMPTY","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Norman W. Paton","Manchester","1.702127659574468"
"EMPTY","Marco Mesiti","London","1.702127659574468"
"CSIRO, Hobart, Australia","James Cheney","EMPTY","1.702127659574468"
"University of Aberdeen, United Kingdom","EMPTY","Aberdeen","1.702127659574468"
"University of Athens (NKUA), Athens, Greece","Thomas Heinis","Athens","1.702127659574468"
"University of Aberdeen, United Kingdom","Alun D. Preece","EMPTY","1.702127659574468"
"University of Kent","David B. Lomet","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Nicolas Spyratos","London","1.702127659574468"
"EMPTY","EMPTY","Nomi","1.702127659574468"
"EMPTY","Christine Reilly","EMPTY","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Andrew Eisenberg","Reading","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Ilias N. Flaounas","Bristol","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Binling Jin","EMPTY","1.702127659574468"
"Microsoft","Philip A. Bernstein","EMPTY","1.702127659574468"
"University of Kent","Krithi Ramamritham","Chatham Maritime","1.702127659574468"
"University of Southampton, Southampton, U.K.","Michael Wilde","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Yinghui Wu","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Giovanna Guerrini","London","1.702127659574468"
"EMPTY","David De Roure","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Sihem Amer-Yahia","EMPTY","1.702127659574468"
"EMPTY","Stratis Viglas","Green Bay","1.702127659574468"
"EMPTY","Morris Sloman","Pittsburgh","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Liang Chen","EMPTY","1.702127659574468"
"Microsoft","Mara A. Nieto-Santisteban","EMPTY","1.702127659574468"
"EMPTY","Harumi A. Kuno","EMPTY","1.702127659574468"
"University of Edinburgh","Luc Moreau 0001","Edinburgh","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Henry F. Korth","EMPTY","1.702127659574468"
"University of Aberdeen, United Kingdom","Paolo Missier","Aberdeen","1.702127659574468"
"EMPTY","Dean M. Jones","Liverpool","1.702127659574468"
"Univ. of Newcastle upon Tyne, Newcastle upon Tyne, UK","Alexander B. Romanovsky","Newcastle Upon Tyne","1.702127659574468"
"EMPTY","Uwe Amann","Aberdeen","1.702127659574468"
"University of Aberdeen, United Kingdom","Suzanne M. Embury","Aberdeen","1.702127659574468"
"University of Edinburgh, UK","EMPTY","Edinburgh","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Christoph Koch 0001","EMPTY","1.702127659574468"
"INRIA Futurs, 91405 Orsay, France","Alexandra Poulovassilis","EMPTY","1.702127659574468"
"GlaxoSmithKline, King of Prussia, PA","EMPTY","King of Prussia","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Sam Lindley","EMPTY","1.702127659574468"
"Microsoft","Wey Guy","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Panos K. Chrysanthis","EMPTY","1.702127659574468"
"EMPTY","Lus E. T. Rodrigues","EMPTY","1.702127659574468"
"Technische Universität Darmstadt, FG Integrierte Elektronische Systeme, Research Group on Microelectronic Systems, Merckstrasse 25, D-64283 Darmstadt, Germany","EMPTY","Darmstadt","1.702127659574468"
"University of Oxford & Utrecht University, Oxford, United Kingdom","Oege de Moor","Oxford","1.702127659574468"
"EMPTY","EMPTY","Nicosia","1.702127659574468"
"Intel Corporation","EMPTY","EMPTY","1.702127659574468"
"USA London Imperial College, London, United Kingdom","Philippa Gardner","EMPTY","1.702127659574468"
"Locus S. A. (LOCUS), Sandefjord, Norway","Thomas Heinis","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Davide Martinenghi","Oxford","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Ren Mller 0001","EMPTY","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Mario Antonioletti","Reading","1.702127659574468"
"University of Edinburgh, Edinburgh, Scotland UK","Gao Cong","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Andrew Eisenberg","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Jizhou Luo","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Juliana Freire","EMPTY","1.702127659574468"
"Microsoft","Ani Thakar","EMPTY","1.702127659574468"
"Microsoft","Meikel Poess","EMPTY","1.702127659574468"
"EMPTY","Jayavel Shanmugasundaram","EMPTY","1.702127659574468"
"EMPTY","Tanu Malik","EMPTY","1.702127659574468"
"AxSys Technology Ltd, Glasgow Airport Business Park, Paisley, PA3 2SJ Scotland, UK","Fabio Crestani","Paisley","1.702127659574468"
"University of Southampton","Ian T. Foster","Southampton","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","Bethlehem","1.702127659574468"
"Indian Institute of Technology, Bombay, India","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Amy Krause","Edinburgh","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Marie-Claude Gaudel","EMPTY","1.702127659574468"
"EMPTY","Swaroop Rath","EMPTY","1.702127659574468"
"EMPTY","Jan vandenBerg","EMPTY","1.702127659574468"
"European Commission, Ispra (VA), Italy","EMPTY","EMPTY","1.702127659574468"
"University of Paris Sud, Paris, France","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Thomas Roelleke","Florham Park","1.702127659574468"
"Department of Computer Science, University of British Columbia, 201-2366 Main Mall, Vancouver, BC, Canada V6T 1Z4","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Simon Laws","Edinburgh","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Panos K. Chrysanthis","London","1.702127659574468"
"EMPTY","Xin Wang 0064","EMPTY","1.702127659574468"
"University of Aberdeen, Computing Science, Aberdeen, UK","Fernando Silva Parreiras","EMPTY","1.702127659574468"
"University of Manchester","Omar Boucelma","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Kevin Keenoy","EMPTY","1.702127659574468"
"EMPTY","Florian Funke 0001","Grays","1.702127659574468"
"Monash University, Caulfield East, Melbourne, Victoria, 3145, Australia","Morris Sloman","EMPTY","1.702127659574468"
"EMPTY","Jakob Henriksson","EMPTY","1.702127659574468"
"Max Plank Institute, Germany","EMPTY","Jena","1.702127659574468"
"Library of Congress","Thomas Rlleke","Washington","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Alvaro A. A. Fernandes","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Simon Laws","Manchester","1.702127659574468"
"EMPTY","Alfons Kemper","EMPTY","1.702127659574468"
"EMPTY","Jayavel Shanmugasundaram","London","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Zijing Tan","Edinburgh","1.702127659574468"
"School of Mathematics, Manchester University, Manchester, M13 9PL, UK","EMPTY","Manchester","1.702127659574468"
"EMPTY","Malcolm Corney","EMPTY","1.702127659574468"
"EMPTY","Laks V. S. Lakshmanan","EMPTY","1.702127659574468"
"Media Connectivity Division, Agere Systems, Holmdel, NJ","EMPTY","EMPTY","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Christoph Koch 0001","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Matias Bjrling","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Nello Cristianini","EMPTY","1.702127659574468"
"EMPTY","Peter Z. Kunszt","Grays","1.702127659574468"
"EMPTY","Dimitris Tsirogiannis","EMPTY","1.702127659574468"
"EMPTY","Pat Case","EMPTY","1.702127659574468"
"EMPTY","Nicoleta Preda","EMPTY","1.702127659574468"
"Athens Technology Center (ATC), Halandri, Athens, Greece","EMPTY","Athens","1.702127659574468"
"EMPTY","George M. Mohay","Cambridge","1.702127659574468"
"Microsoft","Mary F. Fernndez","EMPTY","1.702127659574468"
"University of Manchester, Manchester, UK","Robin McEntire","EMPTY","1.702127659574468"
"EMPTY","Donald D. Chamberlin","EMPTY","1.702127659574468"
"School of Informatics, University of Edinburgh, 2 Buccleuch Place, Edinburgh, EH8 9LW, UK. E-mail: sgoolnik@gmail.com","Amy Krause","Edinburgh","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Stefan Manegold","EMPTY","1.702127659574468"
"EMPTY","Wei Cao","Oxford","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Robert Fink","Oxford","1.702127659574468"
"Microsoft","Shin Zhang","EMPTY","1.702127659574468"
"University of Kent","Cliff B. Jones","EMPTY","1.702127659574468"
"EMPTY","Brian J. Read","Manchester","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Olivier Y. de Vel","EMPTY","1.702127659574468"
"EMPTY","Anastasios Kementsietsidis","Edinburgh","1.702127659574468"
"University of Kent","EMPTY","EMPTY","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Marco Turchi","Bristol","1.702127659574468"
"EMPTY","Dave Pearson","EMPTY","1.702127659574468"
"Microsoft","Christopher Stoughton","Grays","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Wenyuan Yu","Edinburgh","1.702127659574468"
"Media Connectivity Division, Agere Systems, Holmdel, NJ","Peter Buneman","EMPTY","1.702127659574468"
"Microsoft","Richard L. Cole","EMPTY","1.702127659574468"
"EMPTY","George Samaras","EMPTY","1.702127659574468"
"EMPTY","Panos K. Chrysanthis","EMPTY","1.702127659574468"
"EMPTY","Thomas Heinis","Athens","1.702127659574468"
"Microsoft","Le Gruenwald","EMPTY","1.702127659574468"
"EMPTY","Morris Sloman","London","1.702127659574468"
"GlaxoSmithKline, King of Prussia, PA","Robert Stevens 0001","King of Prussia","1.702127659574468"
"SINTEF Information and Communication Technology, Oslo, Norway","Thomas Heinis","EMPTY","1.702127659574468"
"University of Kent","Rogrio de Lemos","EMPTY","1.702127659574468"
"EMPTY","Sebastiaan J. van Schaik","Oxford","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Ryan Johnson 0001","Oxford","1.702127659574468"
"CSIRO ICT Centre, Hobart, Tasmania","EMPTY","Hobart","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Sebastiaan J. van Schaik","Oxford","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Henry F. Korth","EMPTY","1.702127659574468"
"University of Genova, Genova, Italy","EMPTY","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kngdm","Peter Buneman","EMPTY","1.702127659574468"
"Microsoft","Michael Rys","EMPTY","1.702127659574468"
"EMPTY","Daniele Turi","Manchester","1.702127659574468"
"EMPTY","James E. Dobson","Southampton","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","Anastasios Kementsietsidis","Edinburgh","1.702127659574468"
"Intel Corporation","Alexander B. Romanovsky","Almaty","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Malcolm Corney","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Paris","1.702127659574468"
"EMPTY","Paolo Missier","EMPTY","1.702127659574468"
"EMPTY","Cong Yu 0001","EMPTY","1.702127659574468"
"EMPTY","Rajeev Rastogi","EMPTY","1.702127659574468"
"University of California, Davis","Peter Buneman","Davis","1.702127659574468"
"EMPTY","Carole A. Goble","Southampton","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Robert Mark Greenwood","Manchester","1.702127659574468"
"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK","Christoph Koch 0001","Cambridge","1.702127659574468"
"University of Oxford & Utrecht University, Oxford, United Kingdom","Sebastiaan J. van Schaik","Oxford","1.702127659574468"
"EMPTY","Luc Moreau 0001","Edinburgh","1.702127659574468"
"EMPTY","Henry F. Korth","Grays","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Sihem Amer-Yahia","London","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Dave Pearson","Edinburgh","1.702127659574468"
"CNR, ITIA, Viale Lombardia 20, 20131 Milano, Italy","Leonid Libkin","Milan","1.702127659574468"
"University of Kent","Ravi Rajwar","Chatham Maritime","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Jiewen Huang","Oxford","1.702127659574468"
"IBM Research, Zurich, Switzerland","Stratis Viglas","EMPTY","1.702127659574468"
"EMPTY","Wey Guy","EMPTY","1.702127659574468"
"Microsoft","Tanu Malik","Grays","1.702127659574468"
"Intel Corporation","EMPTY","Almaty","1.702127659574468"
"Departamento de Informática, Universidade Nova de Lisboa, Portugal","EMPTY","Lisbon","1.702127659574468"
"University of Bristol, Bristol, United Kingdom","Tijl De Bie","Bristol","1.702127659574468"
"EMPTY","Nello Cristianini","Ispra","1.702127659574468"
"University of Oxford, Oxford, United Kingdom","Dan Olteanu","Oxford","1.702127659574468"
"Telematica Instituut, P.O. Box 589, 7500 AN Enschede, The Netherlands","EMPTY","Enschede","1.702127659574468"
"University of Manchester, Manchester, UK","Simon Laws","EMPTY","1.702127659574468"
"EMPTY","Alexander B. Romanovsky","EMPTY","1.702127659574468"
"EMPTY","George Samaras","London","1.702127659574468"
"University of Manchester, Manchester, UK","Daniele Turi","Manchester","1.702127659574468"
"EMPTY","Alan D. Fekete","Chatham Maritime","1.702127659574468"
"University of Manchester, Manchester, United Kingdom","Robert Mark Greenwood","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Dimitris Tsirogiannis","Oxford","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Mario Antonioletti","EMPTY","1.702127659574468"
"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom","Gerhard Weikum","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Bristol","1.702127659574468"
"EMPTY","Neoklis Polyzotis","Edinburgh","1.702127659574468"
"EMPTY","Gerd Heber","EMPTY","1.702127659574468"
"EMPTY","Thomas Neumann 0001","Cambridge","1.702127659574468"
"EMPTY","Nello Cristianini","EMPTY","1.702127659574468"
"EMPTY","Erik Meijer 0001","Grays","1.702127659574468"
"EMPTY","Malcolm Corney","Cambridge","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Jim Melton","Edinburgh","1.702127659574468"
"Graduate School of Engineering, University of Tokyo, 1-1-2 Otemachi, Chiyoda-ku, Tokyo, Japan","EMPTY","Chiyoda","1.702127659574468"
"Japan Advanced Institute of Science and Technology","EMPTY","EMPTY","1.702127659574468"
"EMPTY","Vanja Josifovski","Manchester","1.702127659574468"
"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA","EMPTY","Mountain View","1.702127659574468"
"University of Edinburgh, Edinburgh, UK","Amy Krause","EMPTY","1.702127659574468"
"European Commission, Ispra (VA), Italy","EMPTY","Ispra","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK","Gao Cong","EMPTY","1.702127659574468"
"Microsoft","Eric Simon","Grays","1.702127659574468"
"EMPTY","Yong Zhao 0009","Southampton","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Christine Reilly","EMPTY","1.702127659574468"
"EMPTY","EMPTY","Oslo","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Cornelia Hedeler","EMPTY","1.702127659574468"
"EMPTY","Olivier Y. de Vel","Cambridge","1.702127659574468"
"Microsoft","Kai-Uwe Sattler","Grays","1.702127659574468"
"Indian Institute of Technology, Bombay, India","EMPTY","Mumbai","1.702127659574468"
"Oracle Corp, Thames Valley Park, Reading, UK","Susan Malaika","EMPTY","1.702127659574468"
"Library of Congress","EMPTY","Washington","1.702127659574468"
"Microsoft","Mara A. Nieto-Santisteban","Grays","1.702127659574468"
"Microsoft","Mohamed H. Ali","EMPTY","1.702127659574468"
"EMPTY","J. Eliot B. Moss","Newcastle upon Tyne","1.702127659574468"
"EMPTY","Daniela Florescu","Oxford","1.702127659574468"
"Microsoft","Harumi A. Kuno","Grays","1.702127659574468"
"EMPTY","David T. Liu","Grays","1.702127659574468"
"EMPTY","Shin Zhang","Grays","1.702127659574468"
"Athens Technology Center (ATC), Halandri, Athens, Greece","Thomas Heinis","EMPTY","1.702127659574468"
"University of Kent","Ravi Rajwar","EMPTY","1.702127659574468"
"EMPTY","Fernando Silva Parreiras","EMPTY","1.702127659574468"
"EMPTY","James Cheney","Davis","1.702127659574468"
"EMPTY","Rogrio de Lemos","EMPTY","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Shuai Ma 0001","EMPTY","1.702127659574468"
"School of Mathematics and Statistics, Newcastle University, Newcastle upon Tyne NE1 7RU, UK","Lus E. T. Rodrigues","EMPTY","1.702127659574468"
"EMPTY","Joel A. Granados","EMPTY","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Christine Reilly","Oxford","1.702127659574468"
"Microsoft Research, Cambridge, UK","EMPTY","EMPTY","1.702127659574468"
"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom","Gao Cong","EMPTY","1.702127659574468"
"EMPTY","Gjergji Kasneci","Cambridge","1.702127659574468"
"EMPTY","Brian Beckman","EMPTY","1.702127659574468"
"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu","EMPTY","Pittsburgh","1.702127659574468"
"EMPTY","M. Jordan Raddick","EMPTY","1.702127659574468"
"EMPTY","Irini Fundulaki","Edinburgh","1.702127659574468"
"The University of Manchester, Manchester, United Kingdom","Khalid Belhajjame","Manchester","1.702127659574468"
"Department of Statistics, University of Oxford, OX1 3TG, UK","Andrea Cal","Oxford","1.702127659574468"
"University of Edinburgh, Edinburgh, United Kingdom","Yinghui Wu","Edinburgh","1.702127659574468"
"Lucent Bell Laboratories, Murray Hill, NJ","Peter Buneman","New Providence","1.702127659574468"
